user_id,academic_year,branch,skills,quiz_q1_response,quiz_q2_response,quiz_q3_response,quiz_q4_response,quiz_q5_response,quiz_q6_response,quiz_q7_response,quiz_q8_response,quiz_q9_response,quiz_q10_response,visual_percent,auditory_percent,kinesthetic_percent,recommended_format,recommended_courses,recommended_books,recommended_blogs
12318,Third Year (TE),Electronics and Computer Engineering,"Docker, CSS, JavaScript",A,A,C,B,C,A,B,A,A,C,40,17,43,Projects,"Intro to DSA, AWS Cloud Essentials, Frontend Crash Course",You Don’t Know JS,"towardsdatascience.com, medium.com"
12319,Final Year (BE),Information Technology,"HTML, Figma",B,A,C,B,C,B,A,A,C,C,19,79,2,Podcasts,"Intro to DSA, AWS Cloud Essentials, ML Bootcamp","Clean Code, Python Crash Course",dev.to
12320,Second Year (SE),Electronics and Computer Engineering,"React, Java",B,C,A,A,A,A,C,A,C,B,41,41,18,Videos,AWS Cloud Essentials,"Python Crash Course, You Don’t Know JS",geeksforgeeks.org
12321,Second Year (SE),Artificial Intelligence and Machine Learning,"HTML, AWS, Python, Linux, Java",B,A,A,A,A,A,C,B,B,B,37,14,49,Projects,Frontend Crash Course,"Python Crash Course, You Don’t Know JS","towardsdatascience.com, freecodecamp.org"
12322,Second Year (SE),Computer Science Engineering,"C++, React, Python, AWS, JavaScript",C,C,A,A,C,A,C,A,B,C,47,12,41,Videos,"Frontend Crash Course, Cybersecurity Basics, AWS Cloud Essentials","Design Patterns, AI: A Modern Approach",medium.com
12323,Third Year (TE),Computer Science Engineering,"Figma, JavaScript, Linux, CSS",A,C,C,B,A,B,B,B,B,C,49,39,12,Videos,Intro to DSA,AI: A Modern Approach,freecodecamp.org
12324,Third Year (TE),Electronics & Communication,"C++, JavaScript, AWS, Docker, Python",A,A,A,B,C,C,C,B,B,C,23,39,38,Podcasts,AWS Cloud Essentials,"Design Patterns, You Don’t Know JS","towardsdatascience.com, dev.to"
12325,Second Year (SE),Artificial Intelligence and Machine Learning,"Figma, HTML",B,A,A,A,C,B,C,B,C,B,58,27,15,Videos,"AWS Cloud Essentials, Cybersecurity Basics","You Don’t Know JS, Clean Code","medium.com, freecodecamp.org"
12326,Second Year (SE),Information Technology,"JavaScript, Linux, Java",A,B,B,B,B,C,C,C,C,C,15,62,23,Podcasts,"AWS Cloud Essentials, Intro to DSA","You Don’t Know JS, Design Patterns",freecodecamp.org
12327,Second Year (SE),Electronics and Computer Engineering,"C++, Docker, JavaScript",A,A,C,B,C,B,A,C,C,A,39,35,26,Videos,"ML Bootcamp, Intro to DSA, Frontend Crash Course",Clean Code,"freecodecamp.org, dev.to"
12328,Third Year (TE),Artificial Intelligence and Machine Learning,"AWS, React",A,C,B,B,B,A,C,C,B,B,18,59,23,Podcasts,"AWS Cloud Essentials, Cybersecurity Basics, Intro to DSA","AI: A Modern Approach, Design Patterns","towardsdatascience.com, freecodecamp.org"
12329,First Year (FE),Electronics and Computer Engineering,"Python, Docker, C++, CSS",C,A,B,B,B,A,B,B,B,B,51,45,4,Videos,"Cybersecurity Basics, ML Bootcamp","You Don’t Know JS, Python Crash Course","towardsdatascience.com, geeksforgeeks.org"
12330,First Year (FE),Information Technology,"Docker, AWS, React",C,A,A,A,A,A,B,C,C,C,51,49,0,Videos,Cybersecurity Basics,"Design Patterns, AI: A Modern Approach",freecodecamp.org
12331,Final Year (BE),Electronics and Computer Engineering,"HTML, Linux, Docker",B,A,B,C,C,C,B,B,A,B,25,37,38,Projects,"Intro to DSA, AWS Cloud Essentials","Python Crash Course, Design Patterns","medium.com, freecodecamp.org"
12332,First Year (FE),Electronics and Computer Engineering,"JavaScript, Java, C++, SQL",B,B,C,C,A,C,A,C,B,A,32,41,27,Podcasts,"AWS Cloud Essentials, Intro to DSA, ML Bootcamp",Design Patterns,dev.to
12333,Second Year (SE),Computer Science Engineering,"SQL, Docker, AWS",B,B,B,B,C,A,A,B,C,C,19,25,56,Projects,AWS Cloud Essentials,AI: A Modern Approach,medium.com
12334,Second Year (SE),Artificial Intelligence and Machine Learning,"React, Python, Docker",B,A,C,B,B,B,B,B,C,A,12,24,64,Projects,Cybersecurity Basics,You Don’t Know JS,"geeksforgeeks.org, dev.to"
12335,Third Year (TE),Information Technology,"SQL, Python, C++",C,C,A,A,A,B,A,A,B,B,28,37,35,Podcasts,"AWS Cloud Essentials, Cybersecurity Basics",Python Crash Course,"towardsdatascience.com, freecodecamp.org"
12336,First Year (FE),Electronics and Computer Engineering,"Java, AWS, SQL, Docker, C++",B,A,A,C,C,A,A,B,B,A,45,38,17,Videos,ML Bootcamp,"You Don’t Know JS, AI: A Modern Approach","medium.com, freecodecamp.org"
12337,Final Year (BE),Artificial Intelligence and Machine Learning,"HTML, AWS",A,C,A,C,A,C,B,C,B,B,54,25,21,Videos,"Frontend Crash Course, ML Bootcamp",You Don’t Know JS,freecodecamp.org
12338,First Year (FE),Artificial Intelligence and Machine Learning,"Linux, Java, SQL, Docker",C,C,A,A,B,A,A,C,A,A,47,30,23,Videos,"ML Bootcamp, Cybersecurity Basics",AI: A Modern Approach,geeksforgeeks.org
12339,Final Year (BE),Electronics and Computer Engineering,"Linux, SQL",A,A,B,B,A,A,C,B,A,C,35,65,0,Podcasts,"AWS Cloud Essentials, Intro to DSA, Cybersecurity Basics","Python Crash Course, AI: A Modern Approach",geeksforgeeks.org
12340,Second Year (SE),Computer Science Engineering,"AWS, Figma, Docker",A,B,C,C,B,C,B,A,A,B,13,68,19,Podcasts,"Cybersecurity Basics, ML Bootcamp","AI: A Modern Approach, Python Crash Course","dev.to, towardsdatascience.com"
12341,Final Year (BE),Electronics & Communication,"CSS, C++, Linux",B,B,A,B,A,A,C,A,C,A,55,32,13,Videos,Intro to DSA,AI: A Modern Approach,towardsdatascience.com
12342,Second Year (SE),Electronics & Communication,"React, Figma, Docker",B,B,B,C,C,B,B,C,C,C,15,73,12,Podcasts,Intro to DSA,Design Patterns,towardsdatascience.com
12343,Third Year (TE),Computer Science Engineering,"SQL, Docker, Python, Java",A,A,A,C,A,C,B,C,C,C,27,42,31,Podcasts,Intro to DSA,"Design Patterns, You Don’t Know JS",medium.com
12344,Final Year (BE),Artificial Intelligence and Machine Learning,"AWS, SQL, HTML, Python, Figma",C,B,B,C,B,B,C,A,B,C,49,25,26,Videos,"AWS Cloud Essentials, Intro to DSA, Frontend Crash Course","AI: A Modern Approach, You Don’t Know JS","dev.to, medium.com"
12345,Second Year (SE),Information Technology,"Figma, Linux, CSS, Docker",B,C,C,C,A,B,A,A,A,A,36,42,22,Podcasts,AWS Cloud Essentials,"Design Patterns, Python Crash Course","freecodecamp.org, geeksforgeeks.org"
12346,Final Year (BE),Electronics & Communication,"JavaScript, AWS, React, Docker, Linux",A,B,A,C,A,A,C,C,C,A,45,30,25,Videos,"Frontend Crash Course, Intro to DSA, Cybersecurity Basics","Python Crash Course, Clean Code","medium.com, freecodecamp.org"
12347,Second Year (SE),Electronics and Computer Engineering,"SQL, Docker, Linux, React, Java",C,C,A,C,B,C,A,B,C,C,31,16,53,Projects,"AWS Cloud Essentials, Cybersecurity Basics, Intro to DSA","Clean Code, You Don’t Know JS","medium.com, dev.to"
12348,Final Year (BE),Computer Science Engineering,"Linux, React",B,B,B,A,B,C,B,C,B,C,17,66,17,Podcasts,Cybersecurity Basics,Clean Code,"medium.com, towardsdatascience.com"
12349,Third Year (TE),Electronics & Communication,"SQL, Java, C++, Figma",B,B,B,A,C,C,C,C,B,B,43,43,14,Videos,"ML Bootcamp, Cybersecurity Basics, AWS Cloud Essentials",Python Crash Course,medium.com
12350,Final Year (BE),Computer Science Engineering,"Python, Figma, JavaScript, C++",C,B,A,C,C,C,A,B,A,B,21,31,48,Projects,"Frontend Crash Course, AWS Cloud Essentials",Design Patterns,"geeksforgeeks.org, towardsdatascience.com"
12351,First Year (FE),Electronics and Computer Engineering,"Java, JavaScript, Docker, Python",A,C,B,A,B,B,A,C,B,C,20,37,43,Projects,AWS Cloud Essentials,Clean Code,geeksforgeeks.org
12352,First Year (FE),Artificial Intelligence and Machine Learning,"Java, Docker",C,B,A,A,A,C,A,C,A,A,35,47,18,Podcasts,"AWS Cloud Essentials, Cybersecurity Basics, Intro to DSA","Clean Code, Python Crash Course",medium.com
12353,Second Year (SE),Artificial Intelligence and Machine Learning,"JavaScript, SQL, Docker",B,B,B,A,C,A,C,B,C,B,47,52,1,Podcasts,Cybersecurity Basics,"Clean Code, Python Crash Course",geeksforgeeks.org
12354,Third Year (TE),Artificial Intelligence and Machine Learning,"React, AWS, Docker, CSS, C++",B,A,A,A,C,C,B,C,C,C,17,25,58,Projects,Frontend Crash Course,AI: A Modern Approach,"towardsdatascience.com, dev.to"
12355,Second Year (SE),Electronics and Computer Engineering,"Python, HTML, AWS, CSS",C,A,C,A,A,A,A,C,B,A,29,17,54,Projects,"Cybersecurity Basics, Frontend Crash Course",Clean Code,"dev.to, freecodecamp.org"
12356,Third Year (TE),Electronics and Computer Engineering,"Java, Linux",A,C,B,B,B,C,C,A,A,A,14,12,74,Projects,"Intro to DSA, Cybersecurity Basics",Python Crash Course,"towardsdatascience.com, dev.to"
12357,Final Year (BE),Information Technology,"AWS, React, Python",B,C,C,C,A,B,B,C,C,C,12,57,31,Podcasts,"Cybersecurity Basics, Intro to DSA","Python Crash Course, AI: A Modern Approach","medium.com, freecodecamp.org"
12358,Second Year (SE),Computer Science Engineering,"Python, C++, React, CSS",B,C,C,B,C,A,B,C,C,C,33,11,56,Projects,"ML Bootcamp, Frontend Crash Course, AWS Cloud Essentials",Python Crash Course,"freecodecamp.org, towardsdatascience.com"
12359,Final Year (BE),Information Technology,"AWS, React",A,C,C,C,B,B,A,C,B,C,35,57,8,Podcasts,"Frontend Crash Course, Cybersecurity Basics","Clean Code, Python Crash Course",dev.to
12360,Third Year (TE),Computer Science Engineering,"Linux, JavaScript",C,C,C,C,B,C,C,B,B,A,56,40,4,Videos,"Intro to DSA, ML Bootcamp",AI: A Modern Approach,towardsdatascience.com
12361,First Year (FE),Computer Science Engineering,"JavaScript, SQL, Java, React, C++",B,C,A,A,B,C,A,A,B,A,27,10,63,Projects,AWS Cloud Essentials,"You Don’t Know JS, Python Crash Course",freecodecamp.org
12362,Second Year (SE),Information Technology,"SQL, Figma, Linux, Python, JavaScript",B,C,C,B,C,B,B,A,B,A,13,39,48,Projects,Cybersecurity Basics,Design Patterns,freecodecamp.org
12363,Second Year (SE),Information Technology,"JavaScript, Docker, Figma",A,B,A,A,B,B,A,B,C,B,32,36,32,Podcasts,Cybersecurity Basics,You Don’t Know JS,towardsdatascience.com
12364,First Year (FE),Computer Science Engineering,"SQL, Python, Linux, Docker",A,B,B,A,C,A,A,B,B,B,16,21,63,Projects,"Intro to DSA, Cybersecurity Basics","Design Patterns, Python Crash Course",dev.to
12365,Second Year (SE),Computer Science Engineering,"JavaScript, C++, Java",C,C,B,A,B,C,B,B,B,A,26,25,49,Projects,"ML Bootcamp, AWS Cloud Essentials",You Don’t Know JS,medium.com
12366,Third Year (TE),Electronics & Communication,"C++, Docker, Figma, React",A,A,C,C,A,B,C,B,C,C,59,22,19,Videos,"AWS Cloud Essentials, Cybersecurity Basics, Frontend Crash Course",Design Patterns,"freecodecamp.org, geeksforgeeks.org"
12367,First Year (FE),Computer Science Engineering,"CSS, Docker, Java, SQL, C++",B,C,A,C,B,B,A,A,C,A,39,17,44,Projects,AWS Cloud Essentials,AI: A Modern Approach,towardsdatascience.com
12368,Third Year (TE),Computer Science Engineering,"Linux, SQL, Java",B,B,B,B,C,B,A,B,A,A,47,14,39,Videos,"AWS Cloud Essentials, Frontend Crash Course, ML Bootcamp","Clean Code, You Don’t Know JS",freecodecamp.org
12369,First Year (FE),Artificial Intelligence and Machine Learning,"JavaScript, CSS, Python",B,B,A,C,B,B,B,A,C,A,11,51,38,Podcasts,"ML Bootcamp, Cybersecurity Basics","AI: A Modern Approach, Design Patterns","medium.com, dev.to"
12370,Third Year (TE),Computer Science Engineering,"SQL, Docker, Java",A,C,A,C,C,B,A,A,C,A,44,49,7,Podcasts,AWS Cloud Essentials,"Python Crash Course, You Don’t Know JS","medium.com, geeksforgeeks.org"
12371,Third Year (TE),Information Technology,"Docker, CSS",A,A,C,C,B,A,C,B,A,C,30,23,47,Projects,"Cybersecurity Basics, Intro to DSA","Design Patterns, You Don’t Know JS","geeksforgeeks.org, towardsdatascience.com"
12372,First Year (FE),Computer Science Engineering,"Java, SQL, React",A,A,C,B,A,B,B,A,A,C,25,39,36,Podcasts,"Frontend Crash Course, ML Bootcamp, Intro to DSA","AI: A Modern Approach, Python Crash Course",dev.to
12373,First Year (FE),Electronics & Communication,"JavaScript, AWS, C++, React",A,B,B,C,C,C,B,B,A,A,52,18,30,Videos,"Intro to DSA, AWS Cloud Essentials","Design Patterns, You Don’t Know JS","freecodecamp.org, geeksforgeeks.org"
12374,Final Year (BE),Electronics and Computer Engineering,"CSS, Linux, Java",A,C,A,C,B,B,B,C,B,B,27,68,5,Podcasts,"Cybersecurity Basics, Intro to DSA","Python Crash Course, Design Patterns","freecodecamp.org, dev.to"
12375,Third Year (TE),Information Technology,"HTML, Linux",B,C,A,B,C,B,B,B,B,A,19,78,3,Podcasts,Frontend Crash Course,"Python Crash Course, AI: A Modern Approach","dev.to, geeksforgeeks.org"
12376,Final Year (BE),Electronics and Computer Engineering,"Figma, Docker, AWS, C++",A,B,A,B,C,B,B,B,A,A,43,25,32,Videos,ML Bootcamp,"Python Crash Course, You Don’t Know JS","dev.to, medium.com"
12377,First Year (FE),Electronics and Computer Engineering,"CSS, React, HTML, SQL",C,B,B,A,A,C,A,C,B,A,35,38,27,Podcasts,"Frontend Crash Course, Intro to DSA, AWS Cloud Essentials",Python Crash Course,medium.com
12378,Second Year (SE),Information Technology,"Python, C++",C,A,A,A,A,B,A,A,A,C,49,39,12,Videos,AWS Cloud Essentials,Design Patterns,medium.com
12379,Third Year (TE),Information Technology,"Docker, JavaScript, React, Linux",A,A,C,A,A,B,B,C,A,C,28,57,15,Podcasts,Intro to DSA,"Design Patterns, You Don’t Know JS",towardsdatascience.com
12380,Third Year (TE),Computer Science Engineering,"Figma, HTML, C++, JavaScript",A,A,A,A,C,B,A,C,C,A,12,67,21,Podcasts,Frontend Crash Course,Python Crash Course,"freecodecamp.org, medium.com"
12381,First Year (FE),Electronics & Communication,"CSS, Linux",B,C,C,B,B,C,B,A,B,C,35,31,34,Videos,"Intro to DSA, Frontend Crash Course","Design Patterns, AI: A Modern Approach",dev.to
12382,Second Year (SE),Electronics and Computer Engineering,"Java, Figma, HTML",A,B,C,A,A,B,C,A,B,A,27,67,6,Podcasts,"Frontend Crash Course, AWS Cloud Essentials, Intro to DSA",You Don’t Know JS,medium.com
12383,First Year (FE),Electronics and Computer Engineering,"Docker, JavaScript, React, HTML",C,B,A,B,C,A,A,C,B,A,12,54,34,Podcasts,Cybersecurity Basics,Design Patterns,dev.to
12384,Third Year (TE),Computer Science Engineering,"SQL, React, HTML, C++, CSS",A,B,B,B,B,B,C,B,C,C,45,17,38,Videos,"ML Bootcamp, Frontend Crash Course, Cybersecurity Basics",You Don’t Know JS,towardsdatascience.com
12385,Final Year (BE),Computer Science Engineering,"Python, HTML, Docker, React, Linux",C,B,B,A,B,B,C,B,B,C,44,19,37,Videos,"Intro to DSA, AWS Cloud Essentials","Python Crash Course, Design Patterns",dev.to
12386,Final Year (BE),Computer Science Engineering,"AWS, JavaScript, Docker, HTML",A,A,C,A,B,A,B,C,A,A,43,45,12,Podcasts,AWS Cloud Essentials,You Don’t Know JS,geeksforgeeks.org
12387,First Year (FE),Electronics & Communication,"SQL, Java, AWS, Docker",A,B,B,B,A,A,B,A,C,C,51,49,0,Videos,"Frontend Crash Course, AWS Cloud Essentials, Cybersecurity Basics",Python Crash Course,medium.com
12388,Third Year (TE),Electronics & Communication,"Linux, SQL, React, Python, C++",C,B,B,B,B,A,C,B,B,C,27,68,5,Podcasts,"Cybersecurity Basics, Intro to DSA, AWS Cloud Essentials",AI: A Modern Approach,geeksforgeeks.org
12389,Third Year (TE),Information Technology,"HTML, SQL, Linux, JavaScript, Python",B,C,B,C,B,A,A,B,B,B,24,14,62,Projects,"Frontend Crash Course, Intro to DSA",You Don’t Know JS,"towardsdatascience.com, dev.to"
12390,First Year (FE),Computer Science Engineering,"SQL, CSS, React, Linux",A,C,B,C,B,C,A,A,C,A,22,13,65,Projects,"Intro to DSA, AWS Cloud Essentials",Python Crash Course,geeksforgeeks.org
12391,Second Year (SE),Artificial Intelligence and Machine Learning,"HTML, Figma, Python",C,A,B,C,B,A,B,A,B,B,26,53,21,Podcasts,"Frontend Crash Course, ML Bootcamp, AWS Cloud Essentials","You Don’t Know JS, AI: A Modern Approach","geeksforgeeks.org, freecodecamp.org"
12392,First Year (FE),Electronics & Communication,"Python, AWS, Docker, Linux, React",A,C,C,C,B,B,A,A,B,A,55,45,0,Videos,Cybersecurity Basics,Design Patterns,geeksforgeeks.org
12393,Final Year (BE),Electronics and Computer Engineering,"CSS, AWS, HTML, Docker, Python",A,C,B,A,C,B,B,C,C,C,38,31,31,Videos,"Frontend Crash Course, AWS Cloud Essentials","Python Crash Course, AI: A Modern Approach","geeksforgeeks.org, medium.com"
12394,First Year (FE),Artificial Intelligence and Machine Learning,"Figma, Python, AWS",B,A,A,B,C,A,C,C,A,B,47,18,35,Videos,"ML Bootcamp, Cybersecurity Basics",You Don’t Know JS,freecodecamp.org
12395,First Year (FE),Electronics and Computer Engineering,"AWS, React, SQL",B,B,C,B,B,C,B,A,B,C,52,30,18,Videos,"Cybersecurity Basics, Intro to DSA, ML Bootcamp","You Don’t Know JS, Design Patterns",medium.com
12396,Third Year (TE),Information Technology,"AWS, JavaScript, SQL, CSS",C,A,B,A,C,C,A,C,A,C,45,55,0,Podcasts,"AWS Cloud Essentials, Cybersecurity Basics, Frontend Crash Course",Clean Code,towardsdatascience.com
12397,Third Year (TE),Artificial Intelligence and Machine Learning,"SQL, Python, Linux, React, Java",C,C,B,A,A,A,B,A,C,C,39,39,22,Videos,Frontend Crash Course,"Design Patterns, Clean Code",towardsdatascience.com
12398,Second Year (SE),Computer Science Engineering,"JavaScript, Python",C,B,C,B,A,B,C,A,B,B,37,28,35,Videos,"Intro to DSA, ML Bootcamp, AWS Cloud Essentials","AI: A Modern Approach, You Don’t Know JS",dev.to
12399,First Year (FE),Computer Science Engineering,"React, Docker, HTML, Figma",A,C,B,C,A,C,B,C,C,B,42,56,2,Podcasts,"Frontend Crash Course, ML Bootcamp","Python Crash Course, You Don’t Know JS",towardsdatascience.com
12400,Second Year (SE),Electronics & Communication,"AWS, SQL, CSS",B,B,C,B,A,A,A,A,A,A,20,51,29,Podcasts,"Frontend Crash Course, ML Bootcamp, Cybersecurity Basics",You Don’t Know JS,"medium.com, geeksforgeeks.org"
12401,Second Year (SE),Electronics and Computer Engineering,"React, HTML",C,B,B,B,A,B,A,C,A,B,16,18,66,Projects,"Frontend Crash Course, ML Bootcamp, Cybersecurity Basics","Clean Code, Python Crash Course","freecodecamp.org, dev.to"
12402,Third Year (TE),Computer Science Engineering,"HTML, Java",B,B,A,C,A,B,B,C,C,B,35,23,42,Projects,"Frontend Crash Course, ML Bootcamp",Design Patterns,medium.com
12403,Third Year (TE),Information Technology,"HTML, Docker, C++, Java",A,C,B,A,A,A,A,B,A,A,14,41,45,Projects,"ML Bootcamp, AWS Cloud Essentials, Frontend Crash Course",You Don’t Know JS,towardsdatascience.com
12404,Final Year (BE),Artificial Intelligence and Machine Learning,"JavaScript, Java, React, C++, Docker",C,B,A,C,A,C,C,C,C,A,44,26,30,Videos,AWS Cloud Essentials,Design Patterns,"geeksforgeeks.org, freecodecamp.org"
12405,Second Year (SE),Artificial Intelligence and Machine Learning,"Python, Figma",A,C,C,A,C,B,A,A,B,B,31,17,52,Projects,AWS Cloud Essentials,AI: A Modern Approach,"towardsdatascience.com, geeksforgeeks.org"
12406,Third Year (TE),Artificial Intelligence and Machine Learning,"Java, AWS, Python, Linux, CSS",C,A,B,B,C,A,A,C,B,A,45,45,10,Videos,Cybersecurity Basics,"Design Patterns, You Don’t Know JS",freecodecamp.org
12407,First Year (FE),Computer Science Engineering,"Java, React, Docker, Python",C,B,B,B,C,A,B,C,A,C,58,11,31,Videos,Cybersecurity Basics,"AI: A Modern Approach, Python Crash Course",dev.to
12408,Third Year (TE),Electronics & Communication,"C++, Docker, JavaScript, HTML, Java",A,C,C,B,A,A,C,A,C,B,56,22,22,Videos,"Intro to DSA, Cybersecurity Basics, Frontend Crash Course",AI: A Modern Approach,dev.to
12409,First Year (FE),Computer Science Engineering,"Docker, React",B,C,A,C,B,A,A,C,C,C,49,13,38,Videos,"ML Bootcamp, AWS Cloud Essentials",Clean Code,"towardsdatascience.com, dev.to"
12410,First Year (FE),Computer Science Engineering,"Docker, Figma, Linux, SQL",A,C,B,B,C,A,C,C,C,C,50,24,26,Videos,"ML Bootcamp, Intro to DSA, Cybersecurity Basics",You Don’t Know JS,freecodecamp.org
12411,Third Year (TE),Electronics & Communication,"Figma, React, JavaScript, AWS",B,C,A,A,C,B,B,A,C,A,16,76,8,Podcasts,ML Bootcamp,Clean Code,"geeksforgeeks.org, towardsdatascience.com"
12412,First Year (FE),Computer Science Engineering,"HTML, Python, Figma, C++, CSS",A,C,A,A,A,A,C,B,A,A,31,32,37,Projects,"Intro to DSA, ML Bootcamp","Clean Code, You Don’t Know JS","towardsdatascience.com, freecodecamp.org"
12413,Third Year (TE),Electronics & Communication,"Docker, SQL, JavaScript, React, C++",B,B,C,C,C,B,A,A,A,C,33,60,7,Podcasts,"Intro to DSA, Cybersecurity Basics",Python Crash Course,"geeksforgeeks.org, dev.to"
